Application Number,Facility Name,County,Facility Type,Keph Level
CN-63028,JOLYNN DENTAL CLINIC LIMITED,KAJIADO,PRIVATE,LEVEL 2
CN-63038,MEDINA MEDICARE HOSPITAL LIMITED-HAGARDERA,GARISSA,PRIVATE,LEVEL 4
CN-63098,KENKOSELE MEDICAL CENTRE,HOMA BAY,PRIVATE,LEVEL 2
CN-63113,JABII EAST NURSING HOME LTD,MANDERA,PRIVATE,LEVEL 3B
CN-63132,POLANI MEDICAL CENTRE LIMITED-BONDORA,KILIFI,PRIVATE,LEVEL 3A
CN-63145,CARE GIVERS COMMUNITY HOSPITAL LIMITED,KAJIADO,PRIVATE,LEVEL 3B
CN-63184,HOUSE OF HOPE MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 3A
CN-63213,SAGITIAN MEDICAL CLINIC,BARINGO,PRIVATE,LEVEL 2
CN-63233,SAMARA MEDICAL CENTRE,GARISSA,PRIVATE,LEVEL 4
CN-63238,MUMONI NURSING HOME,KITUI,PRIVATE,LEVEL 3B
CN-63250,OLENGURUONE MEDICAL DIAGNOSTIC CENTRE,NAKURU,PRIVATE,LEVEL 2
CN-63269,GERTRUDES GARDEN CHILDREN\\'S HOSPITAL,NAIROBI,PRIVATE,LEVEL 5
CN-63285,SALA NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-63311,KIAMBERE MEDICAL HEALTHCARE LIMITED,EMBU,PRIVATE,LEVEL 3A
CN-63320,LION OF JUDAH MEDICAL CENTRE,MIGORI,PRIVATE,LEVEL 2
CN-63363,BELEVIEW SOUTH HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-63367,ST MOTHER THERESA HEALTH CARE,KISII,PRIVATE,LEVEL 3A
CN-63382,BETHANY HILLCREST HOSPITAL,NAKURU,PRIVATE,LEVEL 3A
CN-63385,CHUKA UNIVERSITY DISPENSARY,THARAKA-NITHI,PRIVATE,LEVEL 2
CN-63399,TAHIDI NURSING HOME,KITUI,PRIVATE,LEVEL 3B
CN-63401,MALKIA WINGS MEDICAL HOSPITAL,NAIROBI,PRIVATE,LEVEL 3A
CN-63408,LIBEHIA HEALTHCARE SERVICES LTD,MANDERA,PRIVATE,LEVEL 3B
CN-63421,TUDOR HEALTHCARE- MIKINDANI,MOMBASA,PRIVATE,LEVEL 2
CN-63431,KISII SPECIALIST HOSPITAL LTD,KISII,PRIVATE,LEVEL 4
CN-63475,MUDZINI MEDICAL CENTRE,KILIFI,PRIVATE,LEVEL 2
CN-63493,GLOBCARE HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-63510,HURUMA MATERNITY &amp; NURSING HOME,NAIROBI,PRIVATE,LEVEL 4
CN-63527,HAVEN HOSPITAL BONDO,SIAYA,PRIVATE,LEVEL 4
CN-63543,MINDIRA HOSPITAL ISIBANIA,MIGORI,PRIVATE,LEVEL 3B
CN-63561,VANTAGE MEDICAL CENTRE,MACHAKOS,PRIVATE,LEVEL 3B
CN-63588,MEDVINE MEDICAL CENTRE,KIRINYAGA,PRIVATE,LEVEL 2
CN-63595,GARISSA NURSING HOME ANNEX,GARISSA,PRIVATE,LEVEL 3B
CN-63617,ADVANCED CANCER CENTRE LIMITED,KISII,PRIVATE,LEVEL 3B
CN-63622,KULAL MEDICAL CLINIC,MERU,PRIVATE,LEVEL 2
CN-63635,AL NAIM MEDICAL CLINIC AND LAB SERVICES,WAJIR,PRIVATE,LEVEL 3A
CN-63659,LLOYDS GRANDMED HOSPITAL,SIAYA,PRIVATE,LEVEL 3B
CN-63731,BRIMAXA HOSPITAL LIMITED,BUSIA,PRIVATE,LEVEL 4
CN-63733,JOOUST UNIVERSITY HEALTH CENTRE,SIAYA,PRIVATE,LEVEL 3B
CN-63818,NEWLIFE PSYCHIATRY HOSPITAL AND REHABILITATION CENTER,MERU,PRIVATE,LEVEL 3A
CN-63819,KIDNEY AID DIALYSIS CENTER LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-63951,LODWAR HILLS HOSPITAL MEDICAL CENTRE,TURKANA,PRIVATE,LEVEL 3B
CN-63958,OASIS DOCTORS PLAZA NYAMIRA,NYAMIRA,PRIVATE,LEVEL 3B
CN-64005,RUSINGA ISLAND OF HOPE HUMANIST HEALTHCARE CENTRE,HOMA BAY,PRIVATE,LEVEL 3B
CN-64037,NYARANGI MEDICAL CENTRE LTD,MIGORI,PRIVATE,LEVEL 3B
CN-64082,PALMED HEALTHCARE,NAKURU,PRIVATE,LEVEL 2
CN-64121,WILKISTA MEMORIAL HOSPITAL,KAJIADO,PRIVATE,LEVEL 3A
CN-64160,BUNGOMA WEST HOSPITAL TOWN ANNEX BRANCH,BUNGOMA,PRIVATE,LEVEL 2
CN-64192,SANATIVE DENTAL SERVICES,EMBU,PRIVATE,LEVEL 2
CN-64195,DODAY NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-64266,BURUBURU HEALTH CENTRE,NAIROBI,PRIVATE,LEVEL 3A
CN-64267,MARIA MATERNITY AND NURSING HOME,NAIROBI,PRIVATE,LEVEL 3B
CN-64280,LIANCIS MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 2
CN-64284,MBALE SPECIALIST HEALTH CENTRE,VIHIGA,PRIVATE,LEVEL 2
CN-64295,TOWFIQ MEDICARE,MANDERA,PRIVATE,LEVEL 3B
CN-64303,LEMAYIAN HOSPITAL LIMITED,KAJIADO,PRIVATE,LEVEL 4
CN-64310,THE DAWAMEDS HOSPITAL LIMITED,BUNGOMA,PRIVATE,LEVEL 4
CN-64321,ELWAK COTTAGE NURSING HOME,MANDERA,PRIVATE,LEVEL 4
CN-64344,AFNAAN HEALTHCARE SERVICES,GARISSA,PRIVATE,LEVEL 3A
CN-64435,AL-HIKMA MEDICAL CENTRE,WAJIR,PRIVATE,LEVEL 3A
CN-64518,ST CHRISTINE MEDICAL CENTRE KAKAMEGA,KAKAMEGA,PRIVATE,LEVEL 3B
CN-64547,MOTHER KEVIN CATHOLIC HOSPITAL,NAKURU,PRIVATE,LEVEL 4
CN-64556,ROYAL WEST MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3A
CN-64582,LISA HOSPITAL LIMITED,KISUMU,PRIVATE,LEVEL 4
CN-64612,OLIVELINK HEALTHCARE,NAIROBI,PRIVATE,LEVEL 3B
CN-64649,SPERANSA HEALTH CARE LIMITED,NYAMIRA,PRIVATE,LEVEL 3A
CN-64703,KOKWET FAMILY HEALTH CARE,NANDI,PRIVATE,LEVEL 3B
CN-64764,DR.AGARWAL\\'S EYE HOSPITAL,MOMBASA,PRIVATE,LEVEL 4B
CN-64774,WAKANDAS MEDICARE LIMITED,UASIN GISHU,PRIVATE,LEVEL 2
CN-64831,MARY IMMACULATE HOSPITAL MWEIGA,NYERI,PRIVATE,LEVEL 4
CN-64845,ST. LUKES MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 4
CN-64870,GACAL BUDGET HOSPITAL,GARISSA,PRIVATE,LEVEL 4
CN-64909,KIRINYAGA TREATMENT CENTRE ANNEX,KIRINYAGA,PRIVATE,LEVEL 2
CN-64967,KHAIRAT MEDICAL CENTRE LIMITED,KILIFI,PRIVATE,LEVEL 4
CN-65001,ST. TERESA MATERNITY & NURSING HOME -KIKUYU,KIAMBU,PRIVATE,LEVEL 4
CN-65002,BAUS OPTICAL CO.LTD-CHINA CENTRE,NAIROBI,PRIVATE,LEVEL 2
CN-65005,CASMED MEDICAL CENTRE KIBUGUA,THARAKA-NITHI,PRIVATE,LEVEL 2
CN-65008,KWS LAW ENFORCEMENT ACADEMY HEALTH CENTRE,TAITA-TAVETA,PRIVATE,LEVEL 3B
CN-65034,CHEPTABES DISPENSARY,KERICHO,PRIVATE,LEVEL 2
CN-65060,KATANI HOSPITAL LIMITED,MACHAKOS,PRIVATE,LEVEL 4
CN-65128,ST. VALERIA MEDICAL CLINIC,MOMBASA,PRIVATE,LEVEL 2
CN-65157,ILESI PRIMELIFE MEDICAL CENTER,KAKAMEGA,PRIVATE,LEVEL 2
CN-65232,MAIKO MEDICAL CLINIC,NAKURU,PRIVATE,LEVEL 3B
CN-65236,ALPHIL MATERNITY AND NURSING HOME,NAKURU,PRIVATE,LEVEL 3B
CN-65279,K.P.A KIPEVU DISPENSARY,MOMBASA,PRIVATE,LEVEL 2
CN-65281,VALLEY SPRINGS HEALTHCARE,NAKURU,PRIVATE,LEVEL 3B
CN-65303,SHALOM MEDICAL CLINIC MARAGOLI,VIHIGA,PRIVATE,LEVEL 2
CN-65332,ACEF ENA HEALTH CENTRE,EMBU,PRIVATE,LEVEL 4
CN-65338,MUANJU HEALTH CARE SERVICES,NAKURU,PRIVATE,LEVEL 2
CN-65361,"WAJIR EAR,NOSE & THROAT CLINIC",WAJIR,PRIVATE,LEVEL 3B
CN-65451,YELLOW DENTAL AND NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-65502,KONGONI MEDICAL CENTER,NAKURU,PRIVATE,LEVEL 3A
CN-65510,ASHABITO MEDICAL CENTRE,MANDERA,PRIVATE,LEVEL 3A
CN-65538,FIRMVIEW MEDICAL CENTRE,NYAMIRA,PRIVATE,LEVEL 3B
CN-65556,ISIOLO DRUG MART MEDICAL CENTRE,ISIOLO,PRIVATE,LEVEL 4
CN-65564,ANNEX SIGNATURE MEDICARE CENTRE -KITUI,KITUI,PRIVATE,LEVEL 2
CN-65581,GENERATION AND VISIONARY MEDICAL CENTRE,EMBU,PRIVATE,LEVEL 3B
CN-65601,DEANESH HOSPITAL LTD,TRANS-NZOIA,PRIVATE,LEVEL 3A
CN-65616,AL-SHIFAAT NURSING HOME,MANDERA,PRIVATE,LEVEL 3B
CN-65661,RUIRU FAMILY CLINIC,KIAMBU,PRIVATE,LEVEL 3A
CN-65735,MAMA GUTHA NURSING HOME,WAJIR,PRIVATE,LEVEL 3B
CN-65756,MEGALIFE HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-65788,VISIONGATE EYE CARE CONSULTANT,BUSIA,PRIVATE,LEVEL 2
CN-65814,MISSION CARE NURSING HOME,NAIROBI,PRIVATE,LEVEL 3B
CN-65915,MUNGOMA HOSPITAL,VIHIGA,PRIVATE,LEVEL 4
CN-65931,SACHANGWAN HIGHWAY MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 3A
CN-65936,MEDITEST DIAGNOSTIC SERVICES LTD,NAIROBI,PRIVATE,LEVEL 4
CN-65955,OPTEX OPTICIANS LIMITED NYERI,NYERI,PRIVATE,LEVEL 2
CN-65969,WEMA UNITY HEALTHCARE LIMITED,MOMBASA,PRIVATE,LEVEL 2
CN-66021,MEDICATIA HOSPITAL LIMITED,NAROK,PRIVATE,LEVEL 4
CN-66063,GOLGOTHA MEDICAL CENTRE,MACHAKOS,PRIVATE,LEVEL 3A
CN-66082,REHEMA HEALTHCARE CLINIC,BUSIA,PRIVATE,LEVEL 3B
CN-66090,CHIROMO LANE MEDICAL CENTRE ANNEX,NAIROBI,PRIVATE,LEVEL 3B
CN-66124,MARINA HEALTHCARE LIMITED,NAIROBI,PRIVATE,LEVEL 3A
CN-66166,URO-CARE UROLOGY & ANDROLOGY CENTER LIMITED,NAIROBI,PRIVATE,LEVEL 4B
CN-66224,MAIMOON HOSPITAL,KILIFI,PRIVATE,LEVEL 4
CN-66234,QARAN HOSPITAL LIMITED,WAJIR,PRIVATE,LEVEL 3B
CN-66299,AJAWA MEDICARE,WAJIR,PRIVATE,LEVEL 2
CN-66331,THE WEBUYE HOSPITAL LIMITED,BUNGOMA,PRIVATE,LEVEL 4
CN-66371,WAJIR CENTRAL NURSING HOME,WAJIR,PRIVATE,LEVEL 4
CN-66408,MIDHILL COTTAGE HOSPITAL,NAIROBI,PRIVATE,LEVEL 3B
CN-66409,GOLDENLIFE VICTORS HOSPITAL LTD,NAKURU,PRIVATE,LEVEL 3A
CN-66424,PATIENCE CFW CLINIC,EMBU,PRIVATE,LEVEL 2
CN-66430,MATUNGULU MEDICAL HEALTH AND WELNESS CENTRE,MACHAKOS,PRIVATE,LEVEL 3A
CN-66431,THE OPTIMUM CENTER FOR SPECIALIZED TREATMENT,NAIROBI,PRIVATE,LEVEL 3B
CN-66440,SHAMAKHOKHO NEEMA MEDICAL CENTRE,VIHIGA,PRIVATE,LEVEL 3B
CN-66484,TIPTOP MEDICAL CLINIC,KISII,PRIVATE,LEVEL 2
CN-66516,KIBAONI BARAKAH MEDICAL CENTRE,KWALE,PRIVATE,LEVEL 2
CN-66561,OPTICA LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-66563,ST. LUCIES HOSPITAL,THARAKA-NITHI,PRIVATE,LEVEL 3B
CN-66572,CLISS MEDICAL CENTRE,KAKAMEGA,PRIVATE,LEVEL 3A
CN-66611,BRAIN SPINE AND REHABILITATION HOSPITAL LTD,KIAMBU,PRIVATE,LEVEL 5
CN-66625,ALBADHAR NURSING HOME,WAJIR,PRIVATE,LEVEL 3B
CN-66649,MKUNGA MATERNITY AND NURSING HOME,NAIROBI,PRIVATE,LEVEL 3B
CN-66663,SHEYWE COMMUNITY HOSPITAL LTD,KAKAMEGA,PRIVATE,LEVEL 4
CN-66671,"MEDISAN MEDICAL CENTER,BUKEMBE",BUNGOMA,PRIVATE,LEVEL 3A
CN-66675,LUGARI MEDICAL LIMITED CHEKALINI,KAKAMEGA,PRIVATE,LEVEL 3B
CN-66732,ST. JAMES OPTICALS - HOMABAY,HOMA BAY,PRIVATE,LEVEL 3B
CN-66755,RIMAAL PRIME COMMUNITY HOSPITAL,MACHAKOS,PRIVATE,LEVEL 3B
CN-66775,ROYAL RUN MEDICAL CLINIC,KWALE,PRIVATE,LEVEL 2
CN-66802,AL-HUDA NURSING HOME LTD,WAJIR,PRIVATE,LEVEL 3B
CN-66809,GUBA HILLS NURSING HOME,MANDERA,PRIVATE,LEVEL 3A
CN-66848,CITYMED COTTAGE HOSPITAL NYANDARUA,NYANDARUA,PRIVATE,LEVEL 3A
CN-66859,PANDYA MEMORIAL HOSPITAL,MOMBASA,PRIVATE,LEVEL 4
CN-66914,KAKAMEGA ORTHOPAEDIC HOSPITAL,KAKAMEGA,PRIVATE,LEVEL 4
CN-66917,METICULOUS NURSING HOME LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-66958,GRANDSTAR MEDICARE CENTER MOGONGA,KISII,PRIVATE,LEVEL 3B
CN-66987,EQUITY AFIA MOI AVENUE,NAIROBI,PRIVATE,LEVEL 3B
CN-66988,EVANS SUNRISE MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 4
CN-67091,BIRMAD HEALTHCARE SERVICES LTD,MANDERA,PRIVATE,LEVEL 3A
CN-67113,ST JAMES MEDICAL SERVICES HURUMA,NAKURU,PRIVATE,LEVEL 2
CN-67118,KOMAROCK MODERN HEALTHCARE,NAIROBI,PRIVATE,LEVEL 3B
CN-67126,COVENANT MEDICAL CLINIC LTD,MERU,PRIVATE,LEVEL 3A
CN-67139,GODEN HEARTS MEDICAL CENTER,NAKURU,PRIVATE,LEVEL 2
CN-67144,TALEK HEALTH CENTRE,NAROK,PRIVATE,LEVEL 3A
CN-67167,KURAFA MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 2
CN-67219,DAWAFRONT HEALTHCARE SERVICES - LOLWE,KISUMU,PRIVATE,LEVEL 3A
CN-67251,JALARAM NURSING & MATERNITY HOME,KISUMU,PRIVATE,LEVEL 4
CN-67261,BIZET MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B
CN-67263,TULA NURSING HOME,TANA RIVER,PRIVATE,LEVEL 3B
CN-67297,WAMUMU HOSPITAL LTD,EMBU,PRIVATE,LEVEL 4
CN-67336,BREETONS MEDICAL CENTRE LIMITED,NAROK,PRIVATE,LEVEL 3A
CN-67344,BENWING KAHATIA NURSING HOME,MURANGA,PRIVATE,LEVEL 3A
CN-67356,CHIDSTAL HEALTHCARE,UASIN GISHU,PRIVATE,LEVEL 2
CN-67388,LORENZA MEDICAL CENTRE,KAKAMEGA,PRIVATE,LEVEL 3A
CN-67459,ZAZI HOSPITALS LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-67479,DLISS FAMILY HOSPITAL,KAKAMEGA,PRIVATE,LEVEL 3B
CN-67530,THE WHITE CRESCENT HOSPITAL LIMITED,NANDI,PRIVATE,LEVEL 5
CN-67571,THE POLYCLINIC HOSPITAL,NAKURU,PRIVATE,LEVEL 4
CN-67600,CKS HOSPITAL LIMITED-KIMUKA,KAJIADO,PRIVATE,LEVEL 3B
CN-67614,GIFTED HANDS REGIONAL HOSPITAL,BUSIA,PRIVATE,LEVEL 4
CN-67634,THE NAIROBI WOMENS HOSPITAL-MOMBASA,MOMBASA,PRIVATE,LEVEL 3B
CN-67691,JEBETHEL HEALTHCARE,TURKANA,PRIVATE,LEVEL 2
CN-67702,TAVETA MEDITECH CENTRE,TAITA-TAVETA,PRIVATE,LEVEL 2
CN-67708,BAMASTAR MEDICAL CLINIC,VIHIGA,PRIVATE,LEVEL 3B
CN-67712,HAWI FAMILY HOSPITAL,HOMA BAY,PRIVATE,LEVEL 4
CN-67717,INFANT JESUS KALIMONI MISSION HOSPITAL,KIAMBU,PRIVATE,LEVEL 3A
CN-67729,NEW KIMILILI MEDICAL CLINIC,NAKURU,PRIVATE,LEVEL 3B
CN-67754,KARAMBUNA MEDICAL CLINIC,BUNGOMA,PRIVATE,LEVEL 3A
CN-67797,MARSABIT JAMIA MEDICAL SERVICES,MARSABIT,PRIVATE,LEVEL 2
CN-67803,SAMARITAN EYE &amp; RETINA CENTRE,BUNGOMA,PRIVATE,LEVEL 3A
CN-67881,NGARA COMPREHENSIVE HEALTH SERVICES LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-67908,SILVERCARE MEDICAL CLINIC LIMITED,KISII,PRIVATE,LEVEL 4
CN-67926,THE NOMAD GYNO HOSPITAL,MANDERA,PRIVATE,LEVEL 3B
CN-67952,ZANIK MEDICAL CENTRE,BUSIA,PRIVATE,LEVEL 3B
CN-68053,GUNDUA HEALTH CENTRE,MERU,PRIVATE,LEVEL 4
CN-68115,PEACE AND SERENITY RECOVERY CENTRE LIMITED,KIAMBU,PRIVATE,LEVEL 3B
CN-68125,GEDMED MEDICAL CENTRE & NURSING HOME,SIAYA,PRIVATE,LEVEL 3B
CN-68135,KEGOGI NURSING HOME,KISII,PRIVATE,LEVEL 3B
CN-68182,BUSHRAA MEDICAL CENTRE,TANA RIVER,PRIVATE,LEVEL 4
CN-68233,ST.RITA HOSPITAL TIMAU,MERU,PRIVATE,LEVEL 3B
CN-68279,THE HOPKINS CRESCENT HOSPITALS LIMITED,BUNGOMA,PRIVATE,LEVEL 4
CN-68299,MT SINAI HOSPITAL,KISUMU,PRIVATE,LEVEL 3B
CN-68351,LWALA COMMUNITY HEALTH CENTRE,MIGORI,PRIVATE,LEVEL 3B
CN-68365,KIMATHI MEDICAL SERVICES KARABA,EMBU,PRIVATE,LEVEL 4
CN-68400,CITY EYE HOSPITAL LIMITED,NYERI,PRIVATE,LEVEL 4B
CN-68414,REALE HOSPITAL KITALE,TRANS-NZOIA,PRIVATE,LEVEL 4
CN-68442,AFFAN NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-68466,COMMUNITY ALPHALINK MEDICAL CENTRE,HOMA BAY,PRIVATE,LEVEL 2
CN-68642,TRINITY OPTICALS LIMITED,KISUMU,PRIVATE,LEVEL 2
CN-68683,OGEMBO MEDICAL CENTRE,KISII,PRIVATE,LEVEL 3A
CN-68701,SANG\\'ALO MEDICAL CENTRE,BUNGOMA,PRIVATE,LEVEL 2
CN-68731,KAGUMO-VISION MEDICAL CENTRE,KIRINYAGA,PRIVATE,LEVEL 2
CN-68745,OLLESSOS HILLS MEDICAL CENTRE,NANDI,PRIVATE,LEVEL 2
CN-68768,HUDALINE MEDICAL LIMITED,NAIROBI,PRIVATE,LEVEL 2
CN-68770,TAQWA NURSING HOME,MARSABIT,PRIVATE,LEVEL 4
CN-68800,PRIME GALA MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 3B
CN-68887,EQUITY AFIA TAVETA,TAITA-TAVETA,PRIVATE,LEVEL 3B
CN-68898,BETHSAIDA EYE CENTRE LIMITED,TRANS-NZOIA,PRIVATE,LEVEL 4B
CN-69001,FHOK-FAMILY CARE MEDICAL CENTRE &amp; MATERNITY ELDORET,UASIN GISHU,PRIVATE,LEVEL 3B
CN-69051,VANGA HEALTH SERVICES,MOMBASA,PRIVATE,LEVEL 2
CN-69060,JOYLAND BIRIKANI MEDICAL CENTRE,TAITA-TAVETA,PRIVATE,LEVEL 3A
CN-69063,ST. AKIDIVA MEMORIAL HOSPITAL,MIGORI,PRIVATE,LEVEL 4
CN-69066,BLISS HEALTHCARE LTD KAKAMEGA,KAKAMEGA,PRIVATE,LEVEL 2
CN-69109,SKOVIC HEALTH CARE SERVICES,BUNGOMA,PRIVATE,LEVEL 3B
CN-69121,GESIMA MEDICAL CENTRE,NYAMIRA,PRIVATE,LEVEL 3B
CN-69124,MONTERI MEDICAL HOSPITAL,KAKAMEGA,PRIVATE,LEVEL 3A
CN-69189,MARKS EVER HEALTH CARE,NAKURU,PRIVATE,LEVEL 2
CN-69219,JUNCTION FAMILY HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-69234,FLYNN MEDICAL LIMITED,KIAMBU,PRIVATE,LEVEL 3B
CN-69241,MASHRIQ MEDICAL CENTRE LIMITED,WAJIR,PRIVATE,LEVEL 3A
CN-69301,LADOPHARMA NURSING HOME LIMITED KEGONGA,MIGORI,PRIVATE,LEVEL 3B
CN-69320,KATITO MEDICAL CENTRE-MBITA,HOMA BAY,PRIVATE,LEVEL 4
CN-69323,DARAJA MEDICAL CENTRE ANNEX,KISII,PRIVATE,LEVEL 3A
CN-69342,DENCARE MEDICAL CLINIC,KISII,PRIVATE,LEVEL 3A
CN-69411,THE MAGADI SODA COMPANY HOSPITAL,KAJIADO,PRIVATE,LEVEL 4
CN-69486,MAASAI COMMUNITY HOPE MEDICAL CENTRE,NAROK,PRIVATE,LEVEL 3A
CN-69527,WAAMO COMMUNITY HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-69542,GLENFIN DONHOLM HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-69550,ARESA MEDICARE NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-69575,NEIBACARE MEDICAL CENTRE LIMITED,KISII,PRIVATE,LEVEL 3B
CN-69631,MY WELLNESS MEDICAL CENTER LITEIN,KERICHO,PRIVATE,LEVEL 2
CN-69655,NAJ HOSPITAL LTD,KIRINYAGA,PRIVATE,LEVEL 4
CN-69672,SANN OPTICALS LIMITED,MOMBASA,PRIVATE,LEVEL 2
CN-69779,MTONGWE AFYA BORA NURSING HOME,MOMBASA,PRIVATE,LEVEL 3A
CN-69801,ST.PETERS MEDICAL CENTRE BULWANI,BUSIA,PRIVATE,LEVEL 3B
CN-69832,DARIS HEALTHCARE CENTRE,MIGORI,PRIVATE,LEVEL 3A
CN-69898,ALMISBAH MEDICAL CENTRE,MANDERA,PRIVATE,LEVEL 4
CN-69933,EDRIS PREMIER HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-69936,JAMII WELLNESS HOSPITAL,NAIROBI,PRIVATE,LEVEL 4
CN-69943,IQRA MEDICAL CENTRE AND NURSING HOME,ISIOLO,PRIVATE,LEVEL 3B
CN-70027,SHEPHERDS HOSPITAL LIMITED,NAROK,PRIVATE,LEVEL 3B
CN-70051,MITUNGUU HOSPITAL-MARIMANTI BRANCH,THARAKA-NITHI,PRIVATE,LEVEL 2
CN-70122,SAN JOSEPH MEDICAL CENTRE,BARINGO,PRIVATE,LEVEL 3A
CN-70138,HUM MEDICAL CLINIC,KAKAMEGA,PRIVATE,LEVEL 2
CN-70155,THE NAIROBI FAMILY AND MATERNITY HOSPITAL-NYAMIRA GYNOCARE,NYAMIRA,PRIVATE,LEVEL 3B
CN-70221,MUNDIKA MATERNITY AND NURSING HOME,NAIROBI,PRIVATE,LEVEL 3B
CN-70247,CAFFI MEDICAL CENTRE,WAJIR,PRIVATE,LEVEL 3A
CN-70296,MWINGI DOCTOR'S PLAZA LIMITED,KITUI,PRIVATE,LEVEL 3B
CN-70300,KANYIMBO HOSPITAL LIMITED,KISII,PRIVATE,LEVEL 4
CN-70351,MUAD MEDICAL CENTRE,WAJIR,PRIVATE,LEVEL 3B
CN-70494,SILOAM HOSPITAL LIMITED,KERICHO,PRIVATE,LEVEL 5
CN-70578,GEE CITY HEALTH CARE,KAJIADO,PRIVATE,LEVEL 2
CN-70617,BLISS HEALTHCARE LTD ELDORET,UASIN GISHU,PRIVATE,LEVEL 3A
CN-70654,APPEX MEDICAL CLINIC,NANDI,PRIVATE,LEVEL 2
CN-70659,CROWN SPECIALIST CENTRE,MOMBASA,PRIVATE,LEVEL 4
CN-70672,VITALRAY HEALTH SOLUTIONS LTD,NAIROBI,PRIVATE,LEVEL 4
CN-70691,SCANLAB KITENGELA LTD,KAJIADO,PRIVATE,LEVEL 4B
CN-70703,ST THERESA\\'S HEALTH CENTRE THATHA,MACHAKOS,PRIVATE,LEVEL 2
CN-70758,KHALALIO NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-70767,HUSSEIN TAROLE MEDICAL CENTRE,ISIOLO,PRIVATE,LEVEL 3A
CN-70802,SIDLEY MODERN HEALTHCARE,HOMA BAY,PRIVATE,LEVEL 2
CN-70858,AZMI MEDICAL CENTRE AND NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3A
CN-70887,NAIN RENAL AND SPECIALITY CENTER LIMITED,NAIROBI,PRIVATE,LEVEL 4B
CN-70891,EUROCITY MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 3A
CN-70899,PHINAL MEDICARE CENTRE,KERICHO,PRIVATE,LEVEL 2
CN-70945,ENAYA HEALTHCARE LIMITED,MOMBASA,PRIVATE,LEVEL 3A
CN-70982,MUUTINE INTERGRATED CLINIC,MERU,PRIVATE,LEVEL 2
CN-70991,MEDILIFE HOSPITAL LIMITED,KIAMBU,PRIVATE,LEVEL 4
CN-71011,HELFEN MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 3A
CN-71021,LIVING ROOM INTERNATIONAL,UASIN GISHU,PRIVATE,LEVEL 4
CN-71031,RFH-HEALTHCARE-IMAARA,NAIROBI,PRIVATE,LEVEL 3B
CN-71041,TULATULA NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B
CN-71050,NIPPON UZIMA AFYA MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 3A
CN-71136,BARNET MEMORIAL MEDICAL CENTRE,BARINGO,PRIVATE,LEVEL 3B
CN-71272,THUTI MEDICAL CLINIC,NYERI,PRIVATE,LEVEL 2
CN-71281,NEPHROCARE CLINIC LIMITED,NAKURU,PRIVATE,LEVEL 3B
CN-71310,KALICHA NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-71355,OPTICS CENTRE LIMITED,KISUMU,PRIVATE,LEVEL 2
CN-71424,MAKKAH HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-71507,MARACHI AFIA BORA HEALTH CARE,BUSIA,PRIVATE,LEVEL 3B
CN-71555,DIGNITY HEALTH SERVICES LIMITED,UASIN GISHU,PRIVATE,LEVEL 2
CN-71558,IMARAAT NURSING HOME,WAJIR,PRIVATE,LEVEL 3B
CN-71559,MATATA HOSPITAL SATELLITE MEDICAL CENTRE,HOMA BAY,PRIVATE,LEVEL 3A
